,product_id,store_id,brand_id,date,sales_product,MA7_P,LAG7_P,sales_brand,MA7_B,LAG7_B,sales_store,MA7_S,LAG7_S
2475,0,3,0,2021-02-15,11,10.714285714285714,17.0,24,27.142857142857142,22.0,49,40.857142857142854,41.0
2480,0,3,0,2021-02-16,10,9.857142857142858,12.0,23,27.428571428571427,37.0,40,42.0,46.0
2485,0,3,0,2021-02-17,10,9.571428571428571,7.0,21,25.428571428571427,38.0,49,41.142857142857146,49.0
2490,0,3,0,2021-02-18,12,10.0,13.0,29,23.0,24.0,62,41.142857142857146,36.0
2495,0,3,0,2021-02-19,17,9.857142857142858,7.0,19,23.714285714285715,23.0,52,44.857142857142854,31.0
2500,0,3,0,2021-02-20,1,11.285714285714286,13.0,8,23.142857142857142,18.0,27,47.857142857142854,37.0
2505,0,3,0,2021-02-21,14,9.571428571428571,6.0,21,21.714285714285715,28.0,29,46.42857142857143,46.0
2510,0,3,0,2021-02-22,19,10.714285714285714,11.0,39,20.714285714285715,24.0,51,44.0,49.0
2515,0,3,0,2021-02-23,17,11.857142857142858,10.0,35,22.857142857142858,23.0,67,44.285714285714285,40.0
2520,0,3,0,2021-02-24,14,12.857142857142858,10.0,31,24.571428571428573,21.0,53,48.142857142857146,49.0
2525,0,3,0,2021-02-25,18,13.428571428571429,12.0,32,26.0,29.0,37,48.714285714285715,62.0
2530,0,3,0,2021-02-26,11,14.285714285714286,17.0,35,26.428571428571427,19.0,55,45.142857142857146,52.0
2535,0,3,0,2021-02-27,12,13.428571428571429,1.0,28,28.714285714285715,8.0,49,45.57142857142857,27.0
2540,0,3,0,2021-02-28,10,15.0,14.0,39,31.571428571428573,21.0,58,48.714285714285715,29.0
2545,0,3,0,2021-03-01,4,14.428571428571429,19.0,21,34.142857142857146,39.0,30,52.857142857142854,51.0
2550,0,3,0,2021-03-02,0,12.285714285714286,17.0,17,31.571428571428573,35.0,29,49.857142857142854,67.0
2555,0,3,0,2021-03-03,2,9.857142857142858,14.0,14,29.0,31.0,30,44.42857142857143,53.0
2560,0,3,0,2021-03-04,18,8.142857142857142,18.0,44,26.571428571428573,32.0,60,41.142857142857146,37.0
2565,0,3,0,2021-03-05,6,8.142857142857142,11.0,30,28.285714285714285,35.0,49,44.42857142857143,55.0
2570,0,3,0,2021-03-06,11,7.428571428571429,12.0,26,27.571428571428573,28.0,31,43.57142857142857,49.0
2575,0,3,0,2021-03-07,14,7.285714285714286,10.0,41,27.285714285714285,39.0,53,41.0,58.0
2580,0,3,0,2021-03-08,4,7.857142857142857,4.0,25,27.571428571428573,21.0,41,40.285714285714285,30.0
2585,0,3,0,2021-03-09,14,7.857142857142857,0.0,27,28.142857142857142,17.0,40,41.857142857142854,29.0
2590,0,3,0,2021-03-10,7,9.857142857142858,2.0,15,29.571428571428573,14.0,29,43.42857142857143,30.0
2595,0,3,0,2021-03-11,9,10.571428571428571,18.0,25,29.714285714285715,44.0,36,43.285714285714285,60.0
2600,0,3,0,2021-03-12,15,9.285714285714286,6.0,27,27.0,30.0,55,39.857142857142854,49.0
2605,0,3,0,2021-03-13,7,10.571428571428571,11.0,21,26.571428571428573,26.0,40,40.714285714285715,31.0
2610,0,3,0,2021-03-14,0,10.0,14.0,3,25.857142857142858,41.0,20,42.0,53.0
2615,0,3,0,2021-03-15,11,8.0,4.0,24,20.428571428571427,25.0,52,37.285714285714285,41.0
2620,0,3,0,2021-03-16,4,9.0,14.0,42,20.285714285714285,27.0,56,38.857142857142854,40.0
2625,0,3,0,2021-03-17,2,7.571428571428571,7.0,20,22.428571428571427,15.0,35,41.142857142857146,29.0
2630,0,3,0,2021-03-18,0,6.857142857142857,9.0,14,23.142857142857142,25.0,40,42.0,36.0
2635,0,3,0,2021-03-19,3,5.571428571428571,15.0,8,21.571428571428573,27.0,30,42.57142857142857,55.0
2640,0,3,0,2021-03-20,7,3.857142857142857,7.0,32,18.857142857142858,21.0,45,39.0,40.0
2645,0,3,0,2021-03-21,2,3.857142857142857,0.0,21,20.428571428571427,3.0,50,39.714285714285715,20.0
2650,0,3,0,2021-03-22,9,4.142857142857143,11.0,20,23.0,24.0,40,44.0,52.0
2655,0,3,0,2021-03-23,1,3.857142857142857,4.0,23,22.428571428571427,42.0,32,42.285714285714285,56.0
2660,0,3,0,2021-03-24,10,3.4285714285714284,2.0,29,19.714285714285715,20.0,49,38.857142857142854,35.0
2665,0,3,0,2021-03-25,9,4.571428571428571,0.0,44,21.0,14.0,60,40.857142857142854,40.0
2670,0,3,0,2021-03-26,13,5.857142857142857,3.0,34,25.285714285714285,8.0,67,43.714285714285715,30.0
2675,0,3,0,2021-03-27,6,7.285714285714286,7.0,35,29.0,32.0,61,49.0,45.0
2680,0,3,0,2021-03-28,1,7.142857142857143,2.0,16,29.428571428571427,21.0,26,51.285714285714285,50.0
2685,0,3,0,2021-03-29,8,7.0,9.0,37,28.714285714285715,20.0,53,47.857142857142854,40.0
2690,0,3,0,2021-03-30,15,6.857142857142857,1.0,32,31.142857142857142,23.0,50,49.714285714285715,32.0
2695,0,3,0,2021-03-31,12,8.857142857142858,10.0,32,32.42857142857143,29.0,46,52.285714285714285,49.0
2700,0,3,0,2021-04-01,8,9.142857142857142,9.0,27,32.857142857142854,44.0,39,51.857142857142854,60.0
2705,0,3,0,2021-04-02,19,9.0,13.0,33,30.428571428571427,34.0,41,48.857142857142854,67.0
2710,0,3,0,2021-04-03,3,9.857142857142858,6.0,9,30.285714285714285,35.0,21,45.142857142857146,61.0
2715,0,3,0,2021-04-04,9,9.428571428571429,1.0,37,26.571428571428573,16.0,42,39.42857142857143,26.0
2720,0,3,0,2021-04-05,11,10.571428571428571,8.0,30,29.571428571428573,37.0,37,41.714285714285715,53.0
2725,0,3,0,2021-04-06,16,11.0,15.0,18,28.571428571428573,32.0,29,39.42857142857143,50.0
2730,0,3,0,2021-04-07,13,11.142857142857142,12.0,19,26.571428571428573,32.0,23,36.42857142857143,46.0
2735,0,3,0,2021-04-08,13,11.285714285714286,8.0,48,24.714285714285715,27.0,55,33.142857142857146,39.0
2740,0,3,0,2021-04-09,1,12.0,19.0,20,27.714285714285715,33.0,25,35.42857142857143,41.0
2745,0,3,0,2021-04-10,19,9.428571428571429,3.0,45,25.857142857142858,9.0,64,33.142857142857146,21.0
2750,0,3,0,2021-04-11,10,11.714285714285714,9.0,39,31.0,37.0,75,39.285714285714285,42.0
2755,0,3,0,2021-04-12,15,11.857142857142858,11.0,37,31.285714285714285,30.0,71,44.0,37.0
2760,0,3,0,2021-04-13,18,12.428571428571429,16.0,35,32.285714285714285,18.0,55,48.857142857142854,29.0
2765,0,3,0,2021-04-14,5,12.714285714285714,13.0,32,34.714285714285715,19.0,54,52.57142857142857,23.0
2770,0,3,0,2021-04-15,18,11.571428571428571,13.0,36,36.57142857142857,48.0,45,57.0,55.0
2775,0,3,0,2021-04-16,4,12.285714285714286,1.0,29,34.857142857142854,20.0,57,55.57142857142857,25.0
2780,0,3,0,2021-04-17,3,12.714285714285714,19.0,13,36.142857142857146,45.0,36,60.142857142857146,64.0
2785,0,3,0,2021-04-18,14,10.428571428571429,10.0,25,31.571428571428573,39.0,35,56.142857142857146,75.0
2790,0,3,0,2021-04-19,3,11.0,15.0,29,29.571428571428573,37.0,57,50.42857142857143,71.0
2795,0,3,0,2021-04-20,19,9.285714285714286,18.0,34,28.428571428571427,35.0,66,48.42857142857143,55.0
2800,0,3,0,2021-04-21,9,9.428571428571429,5.0,21,28.285714285714285,32.0,28,50.0,54.0
2805,0,3,0,2021-04-22,2,10.0,18.0,10,26.714285714285715,36.0,21,46.285714285714285,45.0
2810,0,3,0,2021-04-23,4,7.714285714285714,4.0,29,23.0,29.0,49,42.857142857142854,57.0
2815,0,3,0,2021-04-24,5,7.714285714285714,3.0,36,23.0,13.0,39,41.714285714285715,36.0
2820,0,3,0,2021-04-25,7,8.0,14.0,24,26.285714285714285,25.0,54,42.142857142857146,35.0
2825,0,3,0,2021-04-26,6,7.0,3.0,8,26.142857142857142,29.0,39,44.857142857142854,57.0
2830,0,3,0,2021-04-27,9,7.428571428571429,19.0,16,23.142857142857142,34.0,46,42.285714285714285,66.0
2835,0,3,0,2021-04-28,5,6.0,9.0,25,20.571428571428573,21.0,46,39.42857142857143,28.0
2840,0,3,0,2021-04-29,13,5.428571428571429,2.0,32,21.142857142857142,10.0,44,42.0,21.0
2845,0,3,0,2021-04-30,3,7.0,4.0,10,24.285714285714285,29.0,18,45.285714285714285,49.0
2850,0,3,0,2021-05-01,12,6.857142857142857,5.0,17,21.571428571428573,36.0,49,40.857142857142854,39.0
2855,0,3,0,2021-05-02,19,7.857142857142857,7.0,36,18.857142857142858,24.0,61,42.285714285714285,54.0
2860,0,3,0,2021-05-03,16,9.571428571428571,6.0,39,20.571428571428573,8.0,72,43.285714285714285,39.0
2865,0,3,0,2021-05-04,6,11.0,9.0,7,25.0,16.0,18,48.0,46.0
2870,0,3,0,2021-05-05,3,10.571428571428571,5.0,25,23.714285714285715,25.0,37,44.0,46.0
2875,0,3,0,2021-05-06,13,10.285714285714286,13.0,16,23.714285714285715,32.0,45,42.714285714285715,44.0
2880,0,3,0,2021-05-07,2,10.285714285714286,3.0,14,21.428571428571427,10.0,26,42.857142857142854,18.0
2885,0,3,0,2021-05-08,4,10.142857142857142,12.0,19,22.0,17.0,28,44.0,49.0
2890,0,3,0,2021-05-09,15,9.0,19.0,35,22.285714285714285,36.0,64,41.0,61.0
2895,0,3,0,2021-05-10,19,8.428571428571429,16.0,48,22.142857142857142,39.0,67,41.42857142857143,72.0
2900,0,3,0,2021-05-11,3,8.857142857142858,6.0,23,23.428571428571427,7.0,42,40.714285714285715,18.0
2905,0,3,0,2021-05-12,1,8.428571428571429,3.0,20,25.714285714285715,25.0,46,44.142857142857146,37.0
2910,0,3,0,2021-05-13,17,8.142857142857142,13.0,47,25.0,16.0,72,45.42857142857143,45.0
2915,0,3,0,2021-05-14,18,8.714285714285714,2.0,45,29.428571428571427,14.0,54,49.285714285714285,26.0
2920,0,3,0,2021-05-15,18,11.0,4.0,28,33.857142857142854,19.0,58,53.285714285714285,28.0
2925,0,3,0,2021-05-16,16,13.0,15.0,32,35.142857142857146,35.0,49,57.57142857142857,64.0
2930,0,3,0,2021-05-17,13,13.142857142857142,19.0,38,34.714285714285715,48.0,58,55.42857142857143,67.0
2935,0,3,0,2021-05-18,18,12.285714285714286,3.0,26,33.285714285714285,23.0,48,54.142857142857146,42.0
2940,0,3,0,2021-05-19,12,14.428571428571429,1.0,38,33.714285714285715,20.0,53,55.0,46.0
2945,0,3,0,2021-05-20,11,16.0,17.0,29,36.285714285714285,47.0,41,56.0,72.0
2950,0,3,0,2021-05-21,5,15.142857142857142,18.0,23,33.714285714285715,45.0,31,51.57142857142857,54.0
2955,0,3,0,2021-05-22,3,13.285714285714286,18.0,36,30.571428571428573,28.0,53,48.285714285714285,58.0
2960,0,3,0,2021-05-23,18,11.142857142857142,16.0,38,31.714285714285715,32.0,51,47.57142857142857,49.0
2965,0,3,0,2021-05-24,15,11.428571428571429,13.0,46,32.57142857142857,38.0,76,47.857142857142854,58.0
2970,0,3,0,2021-05-25,12,11.714285714285714,18.0,31,33.714285714285715,26.0,57,50.42857142857143,48.0
2975,0,3,0,2021-05-26,3,10.857142857142858,12.0,22,34.42857142857143,38.0,48,51.714285714285715,53.0
2980,0,3,0,2021-05-27,16,9.571428571428571,11.0,24,32.142857142857146,29.0,48,51.0,41.0
2985,0,3,0,2021-05-28,0,10.285714285714286,5.0,27,31.428571428571427,23.0,54,52.0,31.0
2990,0,3,0,2021-05-29,17,9.571428571428571,3.0,41,32.0,36.0,72,55.285714285714285,53.0
2995,0,3,0,2021-05-30,19,11.571428571428571,18.0,45,32.714285714285715,38.0,61,58.0,51.0
3000,0,4,0,2021-01-01,12,,,32,33.714285714285715,46.0,57,59.42857142857143,76.0
3005,0,4,0,2021-01-02,15,,,27,31.714285714285715,31.0,49,56.714285714285715,57.0
3010,0,4,0,2021-01-03,3,,,18,31.142857142857142,22.0,35,55.57142857142857,48.0
3015,0,4,0,2021-01-04,4,,,15,30.571428571428573,24.0,49,53.714285714285715,48.0
3020,0,4,0,2021-01-05,4,,,18,29.285714285714285,27.0,27,53.857142857142854,54.0
3025,0,4,0,2021-01-06,8,,,38,28.0,41.0,56,50.0,72.0
3030,0,4,0,2021-01-07,16,,,37,27.571428571428573,45.0,66,47.714285714285715,61.0
3035,0,4,0,2021-01-08,12,8.857142857142858,12.0,36,26.428571428571427,32.0,67,48.42857142857143,57.0
3040,0,4,0,2021-01-09,1,8.857142857142858,15.0,13,27.0,27.0,29,49.857142857142854,49.0
3045,0,4,0,2021-01-10,12,6.857142857142857,3.0,33,25.0,18.0,63,47.0,35.0
3050,0,4,0,2021-01-11,18,8.142857142857142,4.0,43,27.142857142857142,15.0,56,51.0,49.0
3055,0,4,0,2021-01-12,2,10.142857142857142,4.0,16,31.142857142857142,18.0,32,52.0,27.0
3060,0,4,0,2021-01-13,9,9.857142857142858,8.0,30,30.857142857142858,38.0,60,52.714285714285715,56.0
3065,0,4,0,2021-01-14,1,10.0,16.0,20,29.714285714285715,37.0,28,53.285714285714285,66.0
3070,0,4,0,2021-01-15,12,7.857142857142857,12.0,22,27.285714285714285,36.0,39,47.857142857142854,67.0
3075,0,4,0,2021-01-16,18,7.857142857142857,1.0,20,25.285714285714285,13.0,42,43.857142857142854,29.0
3080,0,4,0,2021-01-17,16,10.285714285714286,12.0,33,26.285714285714285,33.0,54,45.714285714285715,63.0
3085,0,4,0,2021-01-18,13,10.857142857142858,18.0,28,26.285714285714285,43.0,46,44.42857142857143,56.0
3090,0,4,0,2021-01-19,11,10.142857142857142,2.0,38,24.142857142857142,16.0,46,43.0,32.0
3095,0,4,0,2021-01-20,11,11.428571428571429,9.0,21,27.285714285714285,30.0,32,45.0,60.0
3100,0,4,0,2021-01-21,10,11.714285714285714,1.0,18,26.0,20.0,48,41.0,28.0
3105,0,4,0,2021-01-22,6,13.0,12.0,10,25.714285714285715,22.0,20,43.857142857142854,39.0
3110,0,4,0,2021-01-23,3,12.142857142857142,18.0,24,24.0,20.0,43,41.142857142857146,42.0
3115,0,4,0,2021-01-24,18,10.0,16.0,36,24.571428571428573,33.0,58,41.285714285714285,54.0
3120,0,4,0,2021-01-25,0,10.285714285714286,13.0,22,25.0,28.0,41,41.857142857142854,46.0
3125,0,4,0,2021-01-26,2,8.428571428571429,11.0,19,24.142857142857142,38.0,53,41.142857142857146,46.0
3130,0,4,0,2021-01-27,12,7.142857142857143,11.0,31,21.428571428571427,21.0,67,42.142857142857146,32.0
3135,0,4,0,2021-01-28,14,7.285714285714286,10.0,40,22.857142857142858,18.0,65,47.142857142857146,48.0
3140,0,4,0,2021-01-29,1,7.857142857142857,6.0,12,26.0,10.0,24,49.57142857142857,20.0
3145,0,4,0,2021-01-30,10,7.142857142857143,3.0,27,26.285714285714285,24.0,36,50.142857142857146,43.0
3150,0,4,0,2021-01-31,3,8.142857142857142,18.0,21,26.714285714285715,36.0,46,49.142857142857146,58.0
3155,0,4,0,2021-02-01,18,6.0,0.0,55,24.571428571428573,22.0,58,47.42857142857143,41.0
3160,0,4,0,2021-02-02,16,8.571428571428571,2.0,47,29.285714285714285,19.0,69,49.857142857142854,53.0
3165,0,4,0,2021-02-03,2,10.571428571428571,12.0,25,33.285714285714285,31.0,37,52.142857142857146,67.0
3170,0,4,0,2021-02-04,17,9.142857142857142,14.0,42,32.42857142857143,40.0,68,47.857142857142854,65.0
3175,0,4,0,2021-02-05,7,9.571428571428571,1.0,17,32.714285714285715,12.0,34,48.285714285714285,24.0
3180,0,4,0,2021-02-06,18,10.428571428571429,10.0,36,33.42857142857143,27.0,44,49.714285714285715,36.0
3185,0,4,0,2021-02-07,4,11.571428571428571,3.0,32,34.714285714285715,21.0,40,50.857142857142854,46.0
3190,0,4,0,2021-02-08,6,11.714285714285714,18.0,39,36.285714285714285,55.0,60,50.0,58.0
3195,0,4,0,2021-02-09,7,10.0,16.0,32,34.0,47.0,53,50.285714285714285,69.0
3200,0,4,0,2021-02-10,4,8.714285714285714,2.0,18,31.857142857142858,25.0,27,48.0,37.0
3205,0,4,0,2021-02-11,16,9.0,17.0,37,30.857142857142858,42.0,39,46.57142857142857,68.0
3210,0,4,0,2021-02-12,4,8.857142857142858,7.0,22,30.142857142857142,17.0,47,42.42857142857143,34.0
3215,0,4,0,2021-02-13,3,8.428571428571429,18.0,28,30.857142857142858,36.0,46,44.285714285714285,44.0
3220,0,4,0,2021-02-14,18,6.285714285714286,4.0,32,29.714285714285715,32.0,60,44.57142857142857,40.0
3225,0,4,0,2021-02-15,1,8.285714285714286,6.0,10,29.714285714285715,39.0,20,47.42857142857143,60.0
3230,0,4,0,2021-02-16,10,7.571428571428571,7.0,41,25.571428571428573,32.0,52,41.714285714285715,53.0
3235,0,4,0,2021-02-17,12,8.0,4.0,30,26.857142857142858,18.0,46,41.57142857142857,27.0
3240,0,4,0,2021-02-18,14,9.142857142857142,16.0,46,28.571428571428573,37.0,59,44.285714285714285,39.0
3245,0,4,0,2021-02-19,11,8.857142857142858,4.0,37,29.857142857142858,22.0,60,47.142857142857146,47.0
3250,0,4,0,2021-02-20,10,9.857142857142858,3.0,33,32.0,28.0,38,49.0,46.0
3255,0,4,0,2021-02-21,6,10.857142857142858,18.0,10,32.714285714285715,32.0,35,47.857142857142854,60.0
3260,0,4,0,2021-02-22,4,9.142857142857142,1.0,33,29.571428571428573,10.0,68,44.285714285714285,20.0
3265,0,4,0,2021-02-23,16,9.571428571428571,10.0,23,32.857142857142854,41.0,27,51.142857142857146,52.0
3270,0,4,0,2021-02-24,19,10.428571428571429,12.0,32,30.285714285714285,30.0,67,47.57142857142857,46.0
3275,0,4,0,2021-02-25,8,11.428571428571429,14.0,30,30.571428571428573,46.0,65,50.57142857142857,59.0
3280,0,4,0,2021-02-26,13,10.571428571428571,11.0,42,28.285714285714285,37.0,55,51.42857142857143,60.0
3285,0,4,0,2021-02-27,11,10.857142857142858,10.0,35,29.0,33.0,52,50.714285714285715,38.0
3290,0,4,0,2021-02-28,5,11.0,6.0,29,29.285714285714285,10.0,59,52.714285714285715,35.0
3295,0,4,0,2021-03-01,16,10.857142857142858,4.0,39,32.0,33.0,57,56.142857142857146,68.0
3300,0,4,0,2021-03-02,18,12.571428571428571,16.0,35,32.857142857142854,23.0,48,54.57142857142857,27.0
3305,0,4,0,2021-03-03,18,12.857142857142858,19.0,30,34.57142857142857,32.0,62,57.57142857142857,67.0
3310,0,4,0,2021-03-04,15,12.714285714285714,8.0,43,34.285714285714285,30.0,62,56.857142857142854,65.0
3315,0,4,0,2021-03-05,11,13.714285714285714,13.0,31,36.142857142857146,42.0,57,56.42857142857143,55.0
3320,0,4,0,2021-03-06,11,13.428571428571429,11.0,25,34.57142857142857,35.0,47,56.714285714285715,52.0
3325,0,4,0,2021-03-07,19,13.428571428571429,5.0,29,33.142857142857146,29.0,51,56.0,59.0
3330,0,4,0,2021-03-08,5,15.428571428571429,16.0,18,33.142857142857146,39.0,52,54.857142857142854,57.0
3335,0,4,0,2021-03-09,3,13.857142857142858,18.0,8,30.142857142857142,35.0,27,54.142857142857146,48.0
3340,0,4,0,2021-03-10,5,11.714285714285714,18.0,17,26.285714285714285,30.0,35,51.142857142857146,62.0
3345,0,4,0,2021-03-11,10,9.857142857142858,15.0,32,24.428571428571427,43.0,59,47.285714285714285,62.0
3350,0,4,0,2021-03-12,0,9.142857142857142,11.0,14,22.857142857142858,31.0,33,46.857142857142854,57.0
3355,0,4,0,2021-03-13,14,7.571428571428571,11.0,35,20.428571428571427,25.0,49,43.42857142857143,47.0
3360,0,4,0,2021-03-14,10,8.0,19.0,31,21.857142857142858,29.0,57,43.714285714285715,51.0
3365,0,4,0,2021-03-15,18,6.714285714285714,5.0,33,22.142857142857142,18.0,65,44.57142857142857,52.0
3370,0,4,0,2021-03-16,17,8.571428571428571,3.0,26,24.285714285714285,8.0,35,46.42857142857143,27.0
3375,0,4,0,2021-03-17,16,10.571428571428571,5.0,31,26.857142857142858,17.0,54,47.57142857142857,35.0
3380,0,4,0,2021-03-18,18,12.142857142857142,10.0,40,28.857142857142858,32.0,49,50.285714285714285,59.0
3385,0,4,0,2021-03-19,13,13.285714285714286,0.0,33,30.0,14.0,44,48.857142857142854,33.0
3390,0,4,0,2021-03-20,17,15.142857142857142,14.0,44,32.714285714285715,35.0,66,50.42857142857143,49.0
3395,0,4,0,2021-03-21,18,15.571428571428571,10.0,46,34.0,31.0,51,52.857142857142854,57.0
3400,0,4,0,2021-03-22,14,16.714285714285715,18.0,40,36.142857142857146,33.0,56,52.0,65.0
3405,0,4,0,2021-03-23,14,16.142857142857142,17.0,42,37.142857142857146,26.0,59,50.714285714285715,35.0
3410,0,4,0,2021-03-24,3,15.714285714285714,16.0,32,39.42857142857143,31.0,51,54.142857142857146,54.0
3415,0,4,0,2021-03-25,6,13.857142857142858,18.0,28,39.57142857142857,40.0,54,53.714285714285715,49.0
3420,0,4,0,2021-03-26,12,12.142857142857142,13.0,26,37.857142857142854,33.0,29,54.42857142857143,44.0
3425,0,4,0,2021-03-27,2,12.0,17.0,26,36.857142857142854,44.0,34,52.285714285714285,66.0
3430,0,4,0,2021-03-28,15,9.857142857142858,18.0,38,34.285714285714285,46.0,63,47.714285714285715,51.0
3435,0,4,0,2021-03-29,8,9.428571428571429,14.0,44,33.142857142857146,40.0,67,49.42857142857143,56.0
3440,0,4,0,2021-03-30,7,8.571428571428571,14.0,21,33.714285714285715,42.0,30,51.0,59.0
3445,0,4,0,2021-03-31,19,7.571428571428571,3.0,47,30.714285714285715,32.0,70,46.857142857142854,51.0
3450,0,4,0,2021-04-01,12,9.857142857142858,6.0,19,32.857142857142854,28.0,52,49.57142857142857,54.0
3455,0,4,0,2021-04-02,16,10.714285714285714,12.0,32,31.571428571428573,26.0,52,49.285714285714285,29.0
3460,0,4,0,2021-04-03,16,11.285714285714286,2.0,33,32.42857142857143,26.0,63,52.57142857142857,34.0
3465,0,4,0,2021-04-04,16,13.285714285714286,15.0,40,33.42857142857143,38.0,57,56.714285714285715,63.0
3470,0,4,0,2021-04-05,0,13.428571428571429,8.0,22,33.714285714285715,44.0,51,55.857142857142854,67.0
3475,0,4,0,2021-04-06,7,12.285714285714286,7.0,21,30.571428571428573,21.0,37,53.57142857142857,30.0
3480,0,4,0,2021-04-07,18,12.285714285714286,19.0,18,30.571428571428573,47.0,34,54.57142857142857,70.0
3485,0,4,0,2021-04-08,5,12.142857142857142,12.0,32,26.428571428571427,19.0,55,49.42857142857143,52.0
3490,0,4,0,2021-04-09,2,11.142857142857142,16.0,26,28.285714285714285,32.0,42,49.857142857142854,52.0
3495,0,4,0,2021-04-10,4,9.142857142857142,16.0,39,27.428571428571427,33.0,53,48.42857142857143,63.0
3500,0,4,0,2021-04-11,12,7.428571428571429,16.0,20,28.285714285714285,40.0,30,47.0,57.0
3505,0,4,0,2021-04-12,14,6.857142857142857,0.0,42,25.428571428571427,22.0,79,43.142857142857146,51.0
3510,0,4,0,2021-04-13,13,8.857142857142858,7.0,29,28.285714285714285,21.0,47,47.142857142857146,37.0
3515,0,4,0,2021-04-14,15,9.714285714285714,18.0,47,29.428571428571427,18.0,71,48.57142857142857,34.0
3520,0,4,0,2021-04-15,17,9.285714285714286,5.0,52,33.57142857142857,32.0,77,53.857142857142854,55.0
3525,0,4,0,2021-04-16,10,11.0,2.0,44,36.42857142857143,26.0,69,57.0,42.0
3530,0,4,0,2021-04-17,2,12.142857142857142,4.0,30,39.0,39.0,39,60.857142857142854,53.0
3535,0,4,0,2021-04-18,9,11.857142857142858,12.0,17,37.714285714285715,20.0,42,58.857142857142854,30.0
3540,0,4,0,2021-04-19,9,11.428571428571429,14.0,37,37.285714285714285,42.0,67,60.57142857142857,79.0
3545,0,4,0,2021-04-20,15,10.714285714285714,13.0,50,36.57142857142857,29.0,86,58.857142857142854,47.0
3550,0,4,0,2021-04-21,11,11.0,15.0,23,39.57142857142857,47.0,56,64.42857142857143,71.0
3555,0,4,0,2021-04-22,1,10.428571428571429,17.0,26,36.142857142857146,52.0,49,62.285714285714285,77.0
3560,0,4,0,2021-04-23,8,8.142857142857142,10.0,14,32.42857142857143,44.0,46,58.285714285714285,69.0
3565,0,4,0,2021-04-24,2,7.857142857142857,2.0,27,28.142857142857142,30.0,55,55.0,39.0
3570,0,4,0,2021-04-25,14,7.857142857142857,9.0,21,27.714285714285715,17.0,31,57.285714285714285,42.0
3575,0,4,0,2021-04-26,2,8.571428571428571,9.0,17,28.285714285714285,37.0,31,55.714285714285715,67.0
3580,0,4,0,2021-04-27,18,7.571428571428571,15.0,47,25.428571428571427,50.0,65,50.57142857142857,86.0
3585,0,4,0,2021-04-28,17,8.0,11.0,47,25.0,23.0,62,47.57142857142857,56.0
3590,0,4,0,2021-04-29,7,8.857142857142858,1.0,24,28.428571428571427,26.0,34,48.42857142857143,49.0
3595,0,4,0,2021-04-30,16,9.714285714285714,8.0,23,28.142857142857142,14.0,29,46.285714285714285,46.0
3600,0,4,0,2021-05-01,7,10.857142857142858,2.0,23,29.428571428571427,27.0,48,43.857142857142854,55.0
3605,0,4,0,2021-05-02,6,11.571428571428571,14.0,31,28.857142857142858,21.0,54,42.857142857142854,31.0
3610,0,4,0,2021-05-03,6,10.428571428571429,2.0,25,30.285714285714285,17.0,33,46.142857142857146,31.0
3615,0,4,0,2021-05-04,2,11.0,18.0,19,31.428571428571427,47.0,20,46.42857142857143,65.0
3620,0,4,0,2021-05-05,0,8.714285714285714,17.0,25,27.428571428571427,47.0,38,40.0,62.0
3625,0,4,0,2021-05-06,3,6.285714285714286,7.0,32,24.285714285714285,24.0,48,36.57142857142857,34.0
3630,0,4,0,2021-05-07,4,5.714285714285714,16.0,10,25.428571428571427,23.0,16,38.57142857142857,29.0
3635,0,4,0,2021-05-08,0,4.0,7.0,17,23.571428571428573,23.0,18,36.714285714285715,48.0
3640,0,4,0,2021-05-09,14,3.0,6.0,24,22.714285714285715,31.0,57,32.42857142857143,54.0
3645,0,4,0,2021-05-10,4,4.142857142857143,6.0,16,21.714285714285715,25.0,50,32.857142857142854,33.0
3650,0,4,0,2021-05-11,12,3.857142857142857,2.0,39,20.428571428571427,19.0,59,35.285714285714285,20.0
3655,0,4,0,2021-05-12,7,5.285714285714286,0.0,25,23.285714285714285,25.0,47,40.857142857142854,38.0
3660,0,4,0,2021-05-13,7,6.285714285714286,3.0,26,23.285714285714285,32.0,38,42.142857142857146,48.0
3665,0,4,0,2021-05-14,4,6.857142857142857,4.0,9,22.428571428571427,10.0,15,40.714285714285715,16.0
3670,0,4,0,2021-05-15,8,6.857142857142857,0.0,34,22.285714285714285,17.0,52,40.57142857142857,18.0
3675,0,4,0,2021-05-16,0,8.0,14.0,15,24.714285714285715,24.0,30,45.42857142857143,57.0
3680,0,4,0,2021-05-17,3,6.0,4.0,16,23.428571428571427,16.0,26,41.57142857142857,50.0
3685,0,4,0,2021-05-18,2,5.857142857142857,12.0,26,23.428571428571427,39.0,32,38.142857142857146,59.0
3690,0,4,0,2021-05-19,1,4.428571428571429,7.0,30,21.571428571428573,25.0,48,34.285714285714285,47.0
3695,0,4,0,2021-05-20,7,3.5714285714285716,7.0,29,22.285714285714285,26.0,53,34.42857142857143,38.0
3700,0,4,0,2021-05-21,8,3.5714285714285716,4.0,20,22.714285714285715,9.0,45,36.57142857142857,15.0
3705,0,4,0,2021-05-22,1,4.142857142857143,8.0,14,24.285714285714285,34.0,30,40.857142857142854,52.0
3710,0,4,0,2021-05-23,13,3.142857142857143,0.0,28,21.428571428571427,15.0,59,37.714285714285715,30.0
